cell_id,model,persona,construct_id,left,right,cluster
E_N_run3,M3,neutral,C_M3_1,Ex-ante rights and process-based safeguards,Ex-post outcomes-based liability,4
E_N_run3,M3,neutral,C_M3_2,Broad cross-sector rights and process framework,Decentralized sector-specific regulatory enforcement,4
E_N_run3,M4,neutral,C_M4_1,Horizontal individual rights framework,Vertical sector-specific regulatory regimes,4
E_N_run3,M4,neutral,C_M4_2,International influence projection,Domestic rights protection,4
E_N_run3,M4,neutral,C_M4_3,Ex ante regulatory rulemaking,Ex post outcomes-based liability,4
E_N_run3,M5,neutral,C_M5_1,Rights-and-process governance frameworks,Outcomes-based liability weaponization,4
E_N_run3,M5,neutral,C_M5_2,Unified cross-sector legal frameworks,Sector-specific regulatory sovereignty,4
E_N_run3,M5,neutral,C_M5_3,Individual rights and citizen protection,Sector-specific institutional sovereignty,4
E_N_run4,M1,neutral,C_M1_1,"Rights and administrative-process grounding (E1, E4)",Capability-threshold licensing for catastrophic risk (E5),4
E_N_run4,M1,neutral,C_M1_2,"Ex-ante regulatory gatekeeping of AI development (E3, E5)",Ex-post market liability for harms (E2),1
E_N_run4,M1,neutral,C_M1_3,"Rights-based protection aligned with EU norms (E1, E3)",Market-agility through outcomes-based liability (E2),4
E_N_run4,M2,neutral,C_M2_1,Rights-and-process safeguards,Capability-threshold licensing,4
E_N_run4,M2,neutral,C_M2_2,Decentralized non-licensing legal governance,Centralized pre-release capability licensing,4
E_N_run4,M2,neutral,C_M2_3,Rights-and-process administrative framework,Outcomes-based liability regime,4
E_N_run4,M3,neutral,C_M3_1,"Emphasizes preventative, ex-ante regulation and procedural controls","Emphasizes reactive, ex-post outcomes-based liability",4
E_N_run4,M3,neutral,C_M3_2,Aligns with EU-style administrative processes and individual user rights,Rejects bureaucratic sprawl in favor of economic agility,4
E_N_run4,M4,neutral,C_M4_1,Rights-and-process framework,Capability-thresholds licensing,4
E_N_run4,M4,neutral,C_M4_2,Rights-and-process framework,Capability-thresholds licensing,4
E_N_run4,M4,neutral,C_M4_3,Pure rights-and-process framework,Rights-and-process with catastrophic-risk overlay,4
E_N_run5,M2,neutral,C_M2_1,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism,4
E_N_run5,M2,neutral,C_M2_2,Domestic implementability through existing law,Geopolitical agility via liability rules,4
E_N_run5,M2,neutral,C_M2_3,Geopolitical leverage against superpowers,Domestic legal-institutional credibility,4
E_N_run5,M4,neutral,C_M4_1,Ex ante capability thresholds,Ex post outcomes liability,4
E_N_run5,M4,neutral,C_M4_2,Proactive administrative governance,Reactive liability litigation,4
E_N_run5,M4,neutral,C_M4_3,Compute-based capability licensing,Rights-based due process governance,4
E_N_run5,M5,neutral,C_M5_1,Procedural rights implementation,Ex-ante technical gatekeeping,4
E_N_run5,M5,neutral,C_M5_2,Preventive governance structures,Ex-post accountability mechanism,4
E_N_run5,M5,neutral,C_M5_3,Geopolitical influence maximization,Multi-jurisdictional legal implementability,4
E_P_run1,M1,C,C_M1_1,"E3, E4: skeptical of novel static architectures (similar)",E1: prescribes new rights-based legal architecture (different),1
E_P_run1,M1,C,C_M1_2,"E1, E5: ex-ante prescriptive mandates on developers (similar)",E3: defer to existing sectoral institutions (different),1
E_P_run1,M1,C,C_M1_3,"E2, E3: leverage existing sectoral regulators (similar)",E4: market-feedback via outcomes-based liability (different),1
E_P_run1,M2,Q,C_M2_1,Decentralized adaptive enforcement,Ex-ante frontier licensing,4
E_P_run1,M2,Q,C_M2_2,Existing sectoral regulators,New capability-threshold regime,4
E_P_run1,M2,Q,C_M2_3,Instrumental enforcement pragmatism,Rights-centered procedural governance,4
E_P_run1,M3,S,C_M3_1,"Imposing universal, rights-based normative abstractions","Relying on distributed, domain-specific regulatory networks",4
E_P_run1,M3,S,C_M3_2,Reactive adaptation through downstream feedback loops,Proactive gating of irreversible upstream systemic shocks,3
E_P_run1,M4,E,C_M4_1,Governance as codified procedural rights for affected individuals.,"Governance as structural incentives or sectoral integration, not individual rights.",4
E_P_run1,M4,E,C_M4_2,Generic or cross-cutting regulatory architecture.,"Domain-specific, existing institutional enforcement.",4
E_P_run1,M4,E,C_M4_3,"Pre-harm, ex-ante control via specified thresholds or rights.","Post-harm, ex-post feedback via liability and market signals.",2
E_P_run2,M1,C,C_M1_1,Ex-ante gatekeeping of training and capabilities,Ex-post accountability via liability for outcomes,4
E_P_run2,M1,C,C_M1_2,Skeptical of coalition's enforcement reach,Assumes coalition can bind frontier development,4
E_P_run2,M1,C,C_M1_3,Pluralist — diffuses governance across actors/sectors,Centralizes rights enforcement in unified framework,4
E_P_run2,M2,Q,C_M2_1,Upstream frontier capability licensing,Downstream rights-and-process protections,4
E_P_run2,M2,Q,C_M2_2,Pre-deployment regulatory requirements,Post-harm outcomes liability,4
E_P_run2,M2,Q,C_M2_3,Consequentialist risk-control governance,Dignity-centered rights governance,2
E_P_run2,M4,E,C_M4_1,Intervention point is pre-deployment mechanism (compute/training access),Intervention point is post-deployment adaptation (liability/sovereignty rejection),4
E_P_run2,M4,E,C_M4_2,"Governance object is the system’s material substrate (compute, model)","Governance object is the affected human subject (rights, harms)",4
E_P_run2,M4,E,C_M4_3,Mechanism-focused intervention on controllable input (compute thresholds),Frame rejects mechanism-style intervention as unenforceable theater,8
E_P_run3,M1,C,C_M1_1,"Skeptical of frontier-risk framing (E2, E4)",Centers harms beyond frontier-risk framing (E1),1
E_P_run3,M1,C,C_M1_2,"Rejects frontier-risk framing as the governing problem (E2, E4)",Reframes problem around affected persons and rights (E1),4
E_P_run3,M1,C,C_M1_3,"Mechanism-and-systems engineering of harm (E3, E4)",Normative grounding in affected human subjects (E1),8
E_P_run3,M2,Q,C_M2_1,Rejects static frontier capability thresholds,Endorses ex ante compute licensing,4
E_P_run3,M2,Q,C_M2_2,Individual rights and distributive harms,Systemic frontier risk management,4
E_P_run3,M2,Q,C_M2_3,Downstream harm accountability,Upstream capability gating,4
E_P_run3,M3,S,C_M3_1,"Decentralized governance of contextualized, distributed systemic interactions",Centralized ex-ante constraint of concentrated upstream capabilities,4
E_P_run3,M3,S,C_M3_2,Optimizing architectural resilience against static metric obsolescence and gaming,Centering immediate socio-economic impacts on vulnerable human populations,3
E_P_run3,M4,E,C_M4_1,govern mechanism of harm directly,govern harms through existing legal frameworks and rights,4
E_P_run3,M4,E,C_M4_2,hard ex ante technical gate,adaptive feedback through liability and process,4
E_P_run3,M4,E,C_M4_3,compute-based licensing as binding constraint,sectoral and rights-based governance of impacts,4
E_P_run3,M5,H,C_M5_1,"Mundane/Current algorithmic harms governance (E1, E2)",Frontier/Catastrophic risk governance (E5),1
E_P_run3,M5,H,C_M5_2,Ex ante capability thresholds (E5),"Ex post adaptive mechanisms (E2, E4)?",1
E_P_run3,M5,H,C_M5_3,"Accepts frontier AI exceptionalism (E4, E5)",Rejects frontier AI exceptionalism (E2),1
E_P_run4,M2,Q,C_M2_1,Horizontal cross-sector AI controls,Sector-specific regulatory sovereignty,4
E_P_run4,M2,Q,C_M2_2,System-level risk and liability control,Individual rights and contestability protections,4
E_P_run4,M2,Q,C_M2_3,Frontier capability-threshold licensing,Downstream rights-and-process protections,4
E_P_run4,M3,S,C_M3_1,"Centralized reliance on unified, horizontal governance frameworks across the network","Decentralization of governance into modular, structurally adaptive sector-specific nodes",4
E_P_run4,M3,S,C_M3_2,Ex-ante systemic constraint targeting concentrated upstream production bottlenecks,Ex-post systemic adaptation via dispersed downstream regulatory environments,4
E_P_run4,M4,E,C_M4_1,Ex-ante frontier capability control,Ex-post outcomes-based liability,4
E_P_run4,M4,E,C_M4_2,Universal horizontal regulation,Sector-specific regulatory sovereignty,4
E_P_run4,M4,E,C_M4_3,Rights-based protection of individuals,Adaptive control of the technology frontier,4
E_P_run4,M5,H,C_M5_1,Ex ante prescriptive frameworks,Ex post outcomes liability,4
E_P_run4,M5,H,C_M5_2,Flexible adaptive governance,Fixed codified rights,4
E_P_run4,M5,H,C_M5_3,Horizontal unified frameworks,Sector-specific sovereignty,4
E_P_run5,M1,C,C_M1_1,"Treat AI as ordinary, adapt existing structures (E2, E3)","Treat AI as exceptional, center harmed humans (E4)",1
E_P_run5,M1,C,C_M1_2,"Avoid bespoke AI architecture, leverage adaptive mechanisms (E2, E3)",Build dedicated frontier-AI gatekeeping regime (E5),1
E_P_run5,M1,C,C_M1_3,"Govern downstream outcomes and deployment effects (E2, E4)",Govern upstream model capabilities pre-deployment (E5),1
E_P_run5,M2,Q,C_M2_1,Deployment rights-and-process protections,Frontier capability licensing,4
E_P_run5,M2,Q,C_M2_2,Horizontal AI-specific governance,Sector-specific technology-agnostic regulation,4
E_P_run5,M2,Q,C_M2_3,Downstream accountability governance,Upstream capability-threshold licensing,4
E_P_run5,M3,S,C_M3_1,"Constructing novel, cross-domain systemic boundaries specifically for AI governance","Integrating AI governance interstitially within existing decentralized, domain-specific feedback loops",4
E_P_run5,M3,S,C_M3_2,Enforcing internal systemic legibility and rigid procedural constraints,"Maximizing systemic resilience via adaptive, outcome-oriented closed-loop",9
E_P_run5,M4,E,C_M4_1,Rights-and-process governance,Sector-specific sovereignty,4
E_P_run5,M4,E,C_M4_2,Pre-deployment regulation,Post-hoc liability,4
E_P_run5,M4,E,C_M4_3,AI-specific governance frameworks,General-purpose technology governance,4
F_N_run1,M1,neutral,C_M1_1,"Justifies framing by product's intrinsic capabilities — E4, E5",Justifies framing by buyer psychology and disposition — E1,0
F_N_run1,M1,neutral,C_M1_2,"Emphasizes early-adopter dynamics and evangelism — E2, E3",Emphasizes narrative authenticity to the product — E4,1
F_N_run1,M1,neutral,C_M1_3,"Concrete market segments and channels named — E1, E5",Abstract argument without naming buyer segments — E4,1
F_N_run1,M2,neutral,C_M2_1,Early-adopter willingness-to-pay logic,Product-capability-led positioning critique,0
F_N_run1,M2,neutral,C_M2_2,Haptic skill-acceleration for makers,Differentiation from borrowed cultural narratives,0
F_N_run1,M2,neutral,C_M2_3,Craft identity and serious learning,Messaging grounded in product capabilities,0
F_N_run1,M3,neutral,C_M3_1,Emphasizes the technical mechanism of accelerated skill acquisition,Focuses on the existing psychology and habits of the buyer,0
F_N_run1,M3,neutral,C_M3_2,Defines identity by explicitly contrasting with casual lifestyle alternatives,Defines identity purely through direct product and market attributes,0
F_N_run1,M4,neutral,C_M4_1,Focus on product's cultural and emotional appeal,Focus on product's functional and practical utility,0
F_N_run1,M4,neutral,C_M4_2,Emphasis on consumer adoption dynamics and market fit,Emphasis on product capability and user learning outcomes,0
F_N_run1,M4,neutral,C_M4_3,Singular dedication to product core and maker market,Broader consideration of market positioning and adoption strategy,0
F_N_run1,M5,neutral,C_M5_1,Specific joinery and craft capabilities,Generic hardware and physical cuts,0
F_N_run1,M5,neutral,C_M5_2,Maker community and craft specificity,Generic hardware business principles,0
F_N_run1,M5,neutral,C_M5_3,Woodworking craft and behavioral identity,Generic hardware market strategy,0
F_N_run2,M1,neutral,C_M1_1,Justifies Mastery via product validation and skill-teaching substance,Justifies Mastery via buyer profile and price-point fit,0
F_N_run2,M1,neutral,C_M1_2,Mastery framing targeting serious hobbyist investment,Wellness framing targeting cultural/emotional restoration,0
F_N_run2,M1,neutral,C_M1_3,Appeals to existing craft/hobbyist subculture identity,Appeals to broader cultural mood or commercial logic,0
F_N_run2,M2,neutral,C_M2_1,Mastery through demonstrable skill-building,Wellness therapy for screen fatigue,8
F_N_run2,M2,neutral,C_M2_2,Early-adopter validation and startup launch pragmatism,Ownable story of breakthrough skill instruction,0
F_N_run2,M2,neutral,C_M2_3,Price-justified niche economics and commercial intent,Product breakthrough as the core brand story,0
F_N_run2,M3,neutral,C_M3_1,Positioned as a rigorous tool for technical skill acquisition,Positioned as a therapeutic remedy for psychological restoration,8
F_N_run2,M3,neutral,C_M3_2,Strategy driven by acquiring forgiving early adopters for product validation,Strategy driven by establishing the most unique and ownable brand narrative,0
F_N_run2,M4,neutral,C_M4_1,Craft mastery and functional precision,Mental wellness and digital detox,0
F_N_run2,M4,neutral,C_M4_2,Committed skill investors and tool respect,Screen-weary seekers of emotional relief,0
F_N_run2,M4,neutral,C_M4_3,Breakthrough skill-teaching for dedicated learners,Therapeutic escape for the screen-fatigued,8
F_N_run3,M1,neutral,C_M1_1,"Grounds choice in commercial/market logic (price, segment, economics)",Grounds choice in product-essence fidelity,0
F_N_run3,M1,neutral,C_M1_2,Emphasizes acquiring a concrete difficult skill,Emphasizes commercial viability and early-adopter strategy,0
F_N_run3,M1,neutral,C_M1_3,Rejects alternative framings as inauthentic to product,Justifies mastery via price/novelty barriers to purchase,0
F_N_run3,M2,neutral,C_M2_1,Go-to-market economics and early-adopter fit,Transformational value and durable business logic,0
F_N_run3,M2,neutral,C_M2_2,Price-driven buyer justification,Product-category authenticity,0
F_N_run3,M2,neutral,C_M2_3,Product-truth positioning,Beachhead survival strategy,0
F_N_run3,M4,neutral,C_M4_1,Centers on skill acquisition value,Centers on early adopter strategy,0
F_N_run3,M4,neutral,C_M4_2,Argues from $1200 price threshold,Argues from product authenticity,0
F_N_run3,M4,neutral,C_M4_3,Stresses user transformation outcome,Stresses product categorization as tool,8
F_N_run4,M1,neutral,C_M1_1,Justifies via product credibility with core enthusiast audience,Rejects niche framings for broader market positioning,0
F_N_run4,M1,neutral,C_M1_2,Picks Mastery to serve dedicated craft evangelists,Picks Future-of-Work to escape hobbyist niche,0
F_N_run4,M1,neutral,C_M1_3,Emphasizes commercial/strategic launch logic and early adopters,Emphasizes intrinsic promise of embodied skill development,0
F_N_run4,M2,neutral,C_M2_1,Evangelist-led go-to-market rationale,Product-capability-led positioning rationale,0
F_N_run4,M2,neutral,C_M2_2,Skill-learning credibility emphasis,Hardware-adopter operational pragmatism,0
F_N_run4,M2,neutral,C_M2_3,Mastery-through-embodied-skill framing,Future-of-work market framing,0
F_N_run4,M4,neutral,C_M4_1,Launch identity built on user identity and values,Launch identity built on product capability and learning outcome,0
F_N_run4,M4,neutral,C_M4_2,Recommends a framing other than Mastery,Recommends the Mastery framing,8
F_N_run4,M4,neutral,C_M4_3,Strategy defined by positioning against market fads,Strategy defined by targeting early adopter tolerance,0
F_N_run5,M1,neutral,C_M1_1,"E4, E5 — justifies via market/buyer economics",E1 — justifies via product's technical capability,1
F_N_run5,M1,neutral,C_M1_2,"E1, E5 — emphasizes intrinsic nature of the device",E4 — emphasizes startup survival and business viability,1
F_N_run5,M1,neutral,C_M1_3,E2 — frames around skill acquisition replacing mentorship,"E1, E3 — frames around technical substance justifying price",1
F_N_run5,M2,neutral,C_M2_1,Intrinsic craft-learning rationale,Premium market beachhead rationale,0
F_N_run5,M2,neutral,C_M2_2,Product essence and committed craft learning,Hardware startup viability and pricing economics,0
F_N_run5,M2,neutral,C_M2_3,Pure mastery-through-haptics product argument,Price-justified defensible beachhead strategy,0
F_N_run5,M3,neutral,C_M3_1,What about E1 and E4,E2?,1
F_N_run5,M4,neutral,C_M4_1,Focused on product's core technological innovation,Focused on user's commitment and craft journey,0
F_N_run5,M4,neutral,C_M4_2,"Abstract, prescriptive recommendation statements","Concrete, strategic reasoning with market justification",7
F_N_run5,M4,neutral,C_M4_3,Direct endorsement with singular reasoning,Comparative evaluation against alternative frames,7
F_N_run5,M5,neutral,C_M5_1,Business defensibility and pricing justification,Embodied craft learning and skill acquisition,0
F_N_run5,M5,neutral,C_M5_2,Contrastive definition against lifestyle/relaxation products,Affirmative description of skill-building outcomes,8
F_N_run5,M5,neutral,C_M5_3,Beachhead market segmentation and customer targeting,Intrinsic product substance and defensibility,0
F_P_run1,M1,Q,C_M1_1,"Skill-acquisition outcome for the user (E2, E3)",Underlying technical mechanism of the device (E4),1
F_P_run1,M1,Q,C_M1_2,"Risk/constraint-driven launch reasoning (E1, E5)",Identity/values-driven launch reasoning (E2),1
F_P_run1,M1,Q,C_M1_3,"Mastery/craft-competence positioning (E1, E3)",Economic-agency/livelihood positioning (E2),1
F_P_run1,M2,S,C_M2_1,Adoption-friction optimization,Prototype-fragility warning,0
F_P_run1,M2,S,C_M2_2,Adoption-constraint market logic,Dignity-centered economic agency,2
F_P_run1,M2,S,C_M2_3,Skill-transfer mechanism as core value,Dignity-and-livelihood identity as core value,2
F_P_run1,M3,E,C_M3_1,"Explicitly isolates a quantifiable systemic binding constraint (E1, E4)",Optimizes for semantic legibility without isolating structural constraints (E3),8
F_P_run1,M3,E,C_M3_2,"Evaluates mechanical failure modes of the launch system (E1, E5)",Evaluates ideological resonance and sociological,1
F_P_run1,M5,C,C_M5_1,Human Capability Enrichment,Hardware Material Risk,0
F_P_run1,M5,C,C_M5_2,Commercial Market Strategy,Technical Physiological Mechanism,0
F_P_run1,M5,C,C_M5_3,Device Materiality,Pedagogical Abstraction,0
F_P_run2,M2,S,C_M2_1,Mastery through credible product performance,Dignity through inclusive future-of-work framing,0
F_P_run2,M2,S,C_M2_2,Downstream utilization as survival constraint,Upstream acquisition economics as survival constraint,9
F_P_run2,M2,S,C_M2_3,Mastery positioning as commercial launch wedge,Future-of-work positioning as ethical stakeholder commitment,0
F_P_run2,M3,E,C_M3_1,Isolating physical failure mechanisms in the product-user system,Optimizing for abstract ideological sentiment and narrative signaling,0
F_P_run2,M3,E,C_M3_2,Orienting around verifiable physical utility and tangible user output,Orienting around theoretical social optics and external stakeholder validation,0
F_P_run2,M4,H,C_M4_1,Commercial risk management,Ethical dignity framing,2
F_P_run2,M4,H,C_M4_2,Product skill authenticity,Societal work narrative,0
F_P_run2,M4,H,C_M4_3,Human value storytelling,Economic data optimization,9
F_P_run3,M1,Q,C_M1_1,"E1, E5 — risk/utility minimization under runway constraint",E2 — mission-driven inclusion as product identity,1
F_P_run3,M1,Q,C_M1_2,"E1, E5 — commit to a positioning given current evidence","E4 — defer commitment, treat launch as evidence-gathering",1
F_P_run3,M1,Q,C_M1_3,"E3, E5 — anchor positioning to skill-acquisition mechanism",E2 — anchor positioning to expanding stakeholder access,1
F_P_run3,M2,S,C_M2_1,Commit to identity positioning,Suspend positioning for discovery,8
F_P_run3,M2,S,C_M2_2,Skill-transfer utility as product essence,Team-certainty as epistemic risk,0
F_P_run3,M2,S,C_M2_3,Constraint-led de-risking logic,Skill-belief brand narrative,0
F_P_run3,M3,E,C_M3_1,Assumes product viability to optimize external audience positioning,Questions underlying assumptions to mitigate internal epistemological risk,7
F_P_run3,M3,E,C_M3_2,Anchored in isolating and testing objective system constraints,Driven by ideological narrative irrespective of structural limits,8
F_P_run3,M4,H,C_M4_1,Evidence-based caution,Value-driven inclusion,7
F_P_run3,M4,H,C_M4_2,Skill-centric functionality,Stakeholder-centric accessibility,4
F_P_run3,M4,H,C_M4_3,Mastery and skill focus,Inclusion and equity focus,0
F_P_run3,M5,C,C_M5_1,Commit to specific niche launch hypothesis,Reject consensus; demand pre-launch epistemic validation,7
F_P_run3,M5,C,C_M5_2,Target narrow high-skill/high-WTP segment,Prioritize broad accessibility for excluded populations,9
F_P_run3,M5,C,C_M5_3,Commit to specific niche launch hypothesis,Reject consensus; demand pre-launch epistemic validation,7
F_P_run4,M1,Q,C_M1_1,"E3, E5 — recommend a substantive option with reasoning",E1 — recommends based on disconfirming the team's consensus,1
F_P_run4,M1,Q,C_M1_2,Choice driven by substantive product/user evidence,Choice driven by anti-consensus meta-heuristic,7
F_P_run4,M1,Q,C_M1_3,Recommends Option A based on category-specific commercial logic,Recommends contrarian option from epistemic-hygiene principle,7
F_P_run4,M2,S,C_M2_1,Mastery-led category legitimation,Contrarian external stress-testing,8
F_P_run4,M2,S,C_M2_2,Commercial utilization economics,Adversarial user validation,7
F_P_run4,M2,S,C_M2_3,Mastery as market wedge,Accessibility as justice imperative,0
F_P_run4,M3,E,C_M3_1,Measurable system constraints of utilization and unit economics,Psychological constraint of category legitimacy and user belief,7
F_P_run4,M3,E,C_M3_2,Optimizing external positioning to capture defined market adoption,Falsifying internal assumptions through hostile environmental testing,7
F_P_run4,M4,H,C_M4_1,External validation against skeptical scrutiny,Ethical commitment to marginalized users,7
F_P_run4,M4,H,C_M4_2,Data-driven commercial sustainability logic,Humanist-ethicist values framework,2
F_P_run4,M4,H,C_M4_3,Strategic market positioning for legitimacy,Justice-centered design for equitable access,4
F_P_run4,M5,C,C_M5_1,Commercial viability and market mechanics,Distributive justice and accessibility ethics,2
F_P_run4,M5,C,C_M5_2,Behavioral retention and usage economics,Symbolic legitimacy and category positioning,0
F_P_run4,M5,C,C_M5_3,Critical outsider epistemology and ethics,Internal business constraint optimization,2
F_P_run5,M2,S,C_M2_1,Adoption-network leverage,Product-function uncertainty,0
F_P_run5,M2,S,C_M2_2,Identity-affirming Mastery launch,Uncertainty-driven Discovery launch,0
F_P_run5,M2,S,C_M2_3,Niche beachhead commercialization,Discovery-led product validation,0
F_P_run5,M3,E,C_M3_1,*   Grouping E4 + E5,E1: Focus on economic survival and unit metrics vs Focus on avoiding moral hazards.,1
F_P_run5,M3,E,C_M3_2,*   Grouping E1 + E5,"E4: E1 and E5 accept static categories (Product categories, TAM, Price) and derive a launch path.",1
F_P_run5,M4,H,C_M4_1,Strategic market viability focus,Ethical protection of user dignity,2
F_P_run5,M4,H,C_M4_2,Business growth and utilization concern,Moral avoidance of user exploitation,2
F_P_run5,M4,H,C_M4_3,Product readiness for mastery positioning,Product limitation requiring discovery humility,0
F_P_run5,M5,C,C_M5_1,Audience identity and positioning strategy,Post-purchase usage survival mechanics,0
F_P_run5,M5,C,C_M5_2,Protective risk mitigation and failure avoidance,Constructive credibility and network asset building,7
F_P_run5,M5,C,C_M5_3,Organic usage and earned word-of-mouth,Pre-purchase segmentation and funnel metrics,0
G_N_run1,M1,neutral,C_M1_1,"Prioritizes procedural simplicity and institutional legitimacy (E1, E5)",Prioritizes maximizing survival through clinical prognostication (E4),9
G_N_run1,M1,neutral,C_M1_2,"Justifies triage via SOFA-based clinical scoring (E2, E3)",Justifies triage via opportunity-cost reasoning (E4),9
G_N_run1,M1,neutral,C_M1_3,"Emphasizes operational executability under staff exhaustion (E1, E2)","Emphasizes fairness, transparency, and equal moral worth (E5)",1
G_N_run1,M2,neutral,C_M2_1,SOFA-based survival maximization,first-come operational simplicity,9
G_N_run1,M2,neutral,C_M2_2,SOFA-specific implementation rationale,broader opportunity-cost rationing critique,0
G_N_run1,M2,neutral,C_M2_3,first-come procedural rationing,SOFA-based mortality minimization,9
G_N_run1,M4,neutral,C_M4_1,Prioritize survival prediction via objective scores,Ensure procedural transparency and equal access,9
G_N_run1,M4,neutral,C_M4_2,"Protect staff and institutions with a simple, fair rule",Maximize patient survival using clinical scoring,9
G_N_run1,M4,neutral,C_M4_3,Triage by prognostic scores to maximize outcomes,Triage by first-come to ease staff exhaustion,9
G_N_run2,M2,neutral,C_M2_1,Population-level survival maximization,Operational objectivity and feasibility,9
G_N_run2,M2,neutral,C_M2_2,Consequentialist life-saving ethics,Auditable legal-procedural justification,2
G_N_run2,M2,neutral,C_M2_3,Crisis utilitarian moral framing,Practical implementation and bias reduction,2
G_N_run2,M4,neutral,C_M4_1,Emphasis on ethical justification,Emphasis on practical implementation,2
G_N_run2,M4,neutral,C_M4_2,Focus on outcome (lives saved),Focus on process (explicit protocol),9
G_N_run2,M4,neutral,C_M4_3,Operational feasibility and adoption,Underlying clinical principle,8
G_N_run3,M1,neutral,C_M1_1,"E2, E4 — maximize lives saved via clinical survival prediction",E1 — replace hidden bias with simple defensible rule,9
G_N_run3,M1,neutral,C_M1_2,"E2, E5 — emphasize stark scarcity arithmetic and utilitarian imperative",E4 — emphasize operational feasibility and avoiding discriminatory criteria,1
G_N_run3,M1,neutral,C_M1_3,"E2, E5 — abstract ethical reasoning about maximizing aggregate survival",E3 — concrete institutional grounding in tools and legal precedent,2
G_N_run3,M2,neutral,C_M2_1,Option C procedural queueing and trust preservation,Option A SOFA-based survival maximization,9
G_N_run3,M2,neutral,C_M2_2,First-come rule minimizing hidden bias,Predicted-survival triage maximizing aggregate lives saved,9
G_N_run3,M2,neutral,C_M2_3,Option C procedural queueing and trust preservation,Option A SOFA-based survival maximization,9
G_N_run3,M4,neutral,C_M4_1,"Equity-focused, rule-based triage","Utilitarian, lives-saved maximization",9
G_N_run3,M4,neutral,C_M4_2,Process and fairness priority,Clinical outcome priority,9
G_N_run3,M4,neutral,C_M4_3,Process and fairness priority,Clinical outcome priority,9
G_N_run3,M5,neutral,C_M5_1,Legal defensibility and procedural transparency,Pure aggregate outcome maximization,9
G_N_run3,M5,neutral,C_M5_2,Procedural fairness and non-discrimination,Aggregate outcome maximization,9
G_N_run3,M5,neutral,C_M5_3,Clinical validation and legal precedent,Catastrophic scarcity mathematics,9
G_N_run4,M2,neutral,C_M2_1,SOFA-based operational justification,Pure ethical scarcity framing,2
G_N_run4,M2,neutral,C_M2_2,Explicit life-maximization mandate,Worth-neutral bedside question,9
G_N_run4,M2,neutral,C_M2_3,Procedural auditability and legal defensibility,Moral case for saving most lives,2
G_N_run4,M3,neutral,C_M3_1,"Focuses on eliminating hidden, informal bedside rationing via transparency",Focuses strictly on the ethical philosophy of valuing human life,2
G_N_run4,M3,neutral,C_M3_2,"Cites specific, validated clinical tools and operational metrics like SOFA",Relies conceptually on high-level ethical and moral reasoning,2
G_N_run4,M4,neutral,C_M4_1,Emphasizes clinical mandate and operational clarity.,"E1 explicitly invokes systemic factors (trust, hidden decisions), while E4 and E5 stay on clinical or ethical principle.",1
G_N_run4,M4,neutral,C_M4_2,"Cites procedural justifications (auditability, embedded practice).","E5 frames the issue as a pure ethical question, while E2 and E3 ground it in clinical logistics and tool validation.",1
G_N_run4,M4,neutral,C_M4_3,References systemic context of the decision-making environment.,"E2 and E3 are anchored in protocol details and tool specificity, while E1 emphasizes the breakdown of institutional trust.",1
G_N_run4,M5,neutral,C_M5_1,Procedural transparency eliminating hidden discretion,Maximizing objective lives saved mandate,2
G_N_run4,M5,neutral,C_M5_2,Clinical medical instrumentality,Philosophical ethical inquiry,2
G_N_run4,M5,neutral,C_M5_3,Substantive ethical justification,Institutional accountability mechanisms,2
G_N_run5,M1,neutral,C_M1_1,Grounded in operational throughput and bed-reclamation mechanics,Grounded in abstract ethical maximization principle,2
G_N_run5,M1,neutral,C_M1_2,Emphasizes clinical feasibility and staff communicability,Emphasizes replacing informal rationing with explicit standard,8
G_N_run5,M1,neutral,C_M1_3,Survival-maximization via prognostic scoring,Equal moral worth via threshold-plus-lottery,9
G_N_run5,M2,neutral,C_M2_1,Sustained ICU-day throughput optimization,Initial implementation and communication feasibility,9
G_N_run5,M2,neutral,C_M2_2,Prognosis-based lives-saved maximization,Equal-chance lottery after minimum-benefit threshold,9
G_N_run5,M2,neutral,C_M2_3,Clinical survival-priority rationing,Moral equality via transparent lottery,9
G_N_run5,M3,neutral,C_M3_1,Recommends utilitarian clinical scoring (SOFA),Recommends egalitarian lottery allocation,9
G_N_run5,M3,neutral,C_M3_2,Focuses on operational feasibility and family communication,Focuses on abstract ethical mandates and principles,2
G_N_run5,M4,neutral,C_M4_1,"E1, E3, E4 emphasize operational feasibility and saving lives",E5 uniquely centers procedural fairness and lottery mechanisms,1
G_N_run5,M4,neutral,C_M4_2,"E1, E4, E5 ground their argument in clinical metrics like SOFA scores",E2 uniquely relies on moral equality and compassionate thresholds,2
G_N_run5,M4,neutral,C_M4_3,"E2, E3, E4 all advocate for maximizing lives saved",E1 distinctively prioritizes replacing shadow systems with explicit protocols,1
G_N_run5,M5,neutral,C_M5_1,Exhausted bedside rationing and shadow systems,Systemic scarcity and prognostic clarity,8
G_N_run5,M5,neutral,C_M5_2,Maximize survival from scarce resources,Ensure fair chance via lottery,9
G_N_run5,M5,neutral,C_M5_3,Explicit SOFA score criterion,Unspecified familiar clinical measures,8
