cell_id,task,condition,run_idx,owner_model,owner_persona,construct_id,left_pole,right_pole,triad
D_N_run4,D,N,4,M2,neutral,C_M2_1,E1: hybrid ecosystem-plus-infrastructure strategy,E2/E4: ecosystem adaptation as clear backbone,"E1,E2,E4"
D_N_run4,D,N,4,M2,neutral,C_M2_2,E4/E5: socio-ecological resilience first,E3: technology platform resilience first,"E3,E4,E5"
D_N_run4,D,N,4,M2,neutral,C_M2_3,E1: explicit budget split and hard-infrastructure fallback,E2/E4: broader ecosystem-led transformation,"E1,E2,E4"
D_N_run4,D,N,4,M3,neutral,C_M3_1,Focus on mitigating physical coastal and infrastructure threats,Focus on managing demographic shifts and social crises,"E1,E3,E5"
D_N_run4,D,N,4,M3,neutral,C_M3_2,Broad strategies addressing multi-domain environmental and physical systems,Targeted strategy addressing human displacement and psychological rupture,"E2,E3,E5"
D_N_run4,D,N,4,M4,neutral,C_M4_1,Ecosystem restoration vs. socio-technical transformation,Ecosystem restoration vs. socio-technical transformation,"E2,E3,E5"
D_N_run4,D,N,4,M4,neutral,C_M4_2,Nature-based defense vs. people-centered adaptation,Nature-based defense vs. people-centered adaptation,"E1,E4,E5"
D_N_run4,D,N,4,M4,neutral,C_M4_3,Physical risk mitigation vs. social resilience building,Physical risk mitigation vs. social resilience building,"E1,E2,E5"
D_N_run5,D,N,5,M1,neutral,C_M1_1,Defend coastline in place with natural barriers,Relocate people away from exposed zones,"E2,E4,E5"
D_N_run5,D,N,5,M1,neutral,C_M1_2,Differentiated allocation with hard defenses for key nodes,Ecosystem-based adaptation applied uniformly nationwide,"E1,E2,E4"
D_N_run5,D,N,5,M1,neutral,C_M1_3,Protect existing coastal settlements via defenses,Withdraw assets and population from risk zones,"E1,E2,E5"
D_N_run5,D,N,5,M2,neutral,C_M2_1,Ecosystem defenses as primary strategy,Managed retreat as primary strategy,"E1,E2,E5"
D_N_run5,D,N,5,M2,neutral,C_M2_2,Spatial coastal risk reduction,Human-capital resilience building,"E3,E4,E5"
D_N_run5,D,N,5,M2,neutral,C_M2_3,Nature-based coastal protection,Social cohesion and human capital,"E2,E3,E4"
D_N_run5,D,N,5,M3,neutral,C_M3_1,Prioritizes physical ecosystem defenses and environmental modification,"Prioritizes social capacity, human capital, and climate literacy","E1,E3,E4"
D_N_run5,D,N,5,M3,neutral,C_M3_2,Anticipates and manages population displacement from hazard zones,Defends existing coastal perimeters in place using natural barriers,"E2,E3,E5"
D_P_run1,D,P,1,M1,H,C_M1_1,"E2, E3 — narrative grounding in affected human populations",E1 — abstract quantitative risk formalism,"E1,E2,E3"
D_P_run1,D,P,1,M1,H,C_M1_2,"E1, E5 — systems/quantitative reasoning from non-stationarity",E3 — stakeholder-centered identification of who bears harm,"E1,E3,E5"
D_P_run1,D,P,1,M1,H,C_M1_3,E4 — building diffuse adaptive capacity in people,"E2, E5 — managing physical exposure and infrastructure","E2,E4,E5"
D_P_run1,D,P,1,M2,C,C_M2_1,Non-stationary hazard dynamics first,Planned exposure reduction first,"E1,E2,E5"
D_P_run1,D,P,1,M2,C,C_M2_2,Human transition and social capacity,Quantified physical-risk calculus,"E1,E2,E4"
D_P_run1,D,P,1,M2,C,C_M2_3,Physical-systems technocratic adaptation,Social-capacity community adaptation,"E1,E4,E5"
D_P_run1,D,P,1,M3,Q,C_M3_1,Falsifiable probability calculations using empirical hazard frequencies,Unmeasurable qualitative social constructs lacking empirical definition,"E1,E3,E4"
D_P_run1,D,P,1,M3,Q,C_M3_2,Modeling physical risks via stochastic shocks and statistical non-stationarity,Theories of endogenous social adaptive capacity lacking testable variables,"E1,E4,E5"
D_P_run1,D,P,1,M4,S,C_M4_1,Physical retreat and exposure management,Social cohesion and human capital investment,"E2,E3,E4"
D_P_run1,D,P,1,M4,S,C_M4_2,Analytical risk and technology solutions,Human-centered social vulnerability focus,"E1,E3,E5"
D_P_run1,D,P,1,M4,S,C_M4_3,Social cohesion and human capital development,Technological resilience and infrastructure platform,"E3,E4,E5"
D_P_run2,D,P,2,M1,H,C_M1_1,"Designs around irreducible uncertainty and optionality (E3, E5)",Anchors decision in identified affected populations (E4),"E3,E4,E5"
D_P_run2,D,P,2,M1,H,C_M1_2,"Treats people as the locus of resilience (E2, E4)",Treats risk as a calculable optimization problem (E1),"E1,E2,E4"
D_P_run2,D,P,2,M1,H,C_M1_3,Foregrounds distributional impacts on vulnerable stakeholders (E4),"Reasons from system dynamics and physical constraints (E2, E3)","E2,E3,E4"
D_P_run2,D,P,2,M2,C,C_M2_1,Physical limits dictate retreat,Uncertainty demands adaptive flexibility,"E1,E3,E5"
D_P_run2,D,P,2,M2,C,C_M2_2,Reduce fixed coastal exposure,Preserve options through technology platforms,"E1,E3,E5"
D_P_run2,D,P,2,M2,C,C_M2_3,Technocratic risk arithmetic,Equity-centered social vulnerability,"E1,E3,E4"
D_P_run2,D,P,2,M3,Q,C_M3_1,Falsifiable point estimates and measurable demographic baselines,Irreducible strategic uncertainty requiring real-options flexibility,"E1,E4,E5"
D_P_run2,D,P,2,M3,Q,C_M3_2,Unobservable systems-theory abstractions lacking operational parameters,Strict arithmetic deduction from bounded biophysical and economic data,"E2,E3,E5"
D_P_run2,D,P,2,M4,S,C_M4_1,Prioritizing social adaptive capacity and human capital,Minimizing physical exposure via managed retreat,"E1,E2,E4"
D_P_run2,D,P,2,M4,S,C_M4_2,Strengthening social cohesion and equity as core strategy,Building a flexible technology-and-resilience platform,"E2,E4,E5"
D_P_run2,D,P,2,M4,S,C_M4_3,Hazard-exposure arithmetic and physical constraint logic,Socio-ecological adaptive capacity as leverage point,"E1,E2,E3"
D_P_run3,D,P,3,M1,H,C_M1_1,"Centers human vulnerability and adaptive capacity (E1, E3)",Centers empirical data and probabilistic optimization (E2),"E1,E2,E3"
D_P_run3,D,P,3,M1,H,C_M1_2,"People-first, social resilience as primary strategy (E1, E4)",Infrastructure-and-relocation logistics as primary strategy (E2),"E1,E2,E4"
D_P_run3,D,P,3,M1,H,C_M1_3,"Accepts displacement as inevitable, plans accordingly (E1, E2)",Seeks to prevent displacement through physical buffering (E5),"E1,E2,E5"
D_P_run3,D,P,3,M2,C,C_M2_1,Empirical/biophysical hazard-mechanism framing,Social-institutional adaptive-capacity framing,"E2,E3,E5"
D_P_run3,D,P,3,M2,C,C_M2_2,Reactive safety net for inevitable displacement,Proactive population resilience under uncertainty,"E1,E3,E4"
D_P_run3,D,P,3,M2,C,C_M2_3,Social protection and adaptive capacity first,Spatial retreat and relocation first,"E1,E2,E3"
D_P_run3,D,P,3,M3,Q,C_M3_1,Operationalizable mechanisms grounded in statistical and biophysical data,Non-falsifiable sociological generalizations lacking quantitative measurement,"E2,E4,E5"
D_P_run3,D,P,3,M3,Q,C_M3_2,Hedging expected loss through demographic mobility and human variables,Mitigating expected loss through measurable kinetic energy dissipation,"E2,E4,E5"
D_P_run3,D,P,3,M4,S,C_M4_1,Social/institutional adaptation as the primary lever,Physical/ecological infrastructure as the primary lever,"E1,E4,E5"
D_P_run3,D,P,3,M4,S,C_M4_2,Systemic capacity as the intervention substrate,Probabilistic optimization of specific interventions,"E1,E2,E4"
D_P_run3,D,P,3,M4,S,C_M4_3,Epistemological commitment to empirical forecast accuracy,Epistemological commitment to robustness under forecast failure,"E2,E3,E4"
D_P_run3,D,P,3,M5,E,C_M5_1,Human adaptive capacity and institutional trust,Biophysical energy dissipation mechanisms,"E3,E4,E5"
D_P_run3,D,P,3,M5,E,C_M5_2,Binding constraint identification,Expected value optimization under uncertainty,"E2,E3,E5"
D_P_run3,D,P,3,M5,E,C_M5_3,Equity-focused vulnerability protection,Universal capability and mobility building,"E1,E3,E4"
D_P_run4,D,P,4,M2,C,C_M2_1,Relocation to eliminate high-risk physical exposure,Human systems as core adaptive infrastructure,"E1,E3,E5"
D_P_run4,D,P,4,M2,C,C_M2_2,Population capacity and cohesion as leverage,Asset exposure elimination as optimization,"E1,E2,E4"
D_P_run4,D,P,4,M2,C,C_M2_3,People-centered migrant absorption and resilience,Risk-equation-driven retreat from exposed assets,"E1,E2,E3"
D_P_run4,D,P,4,M3,Q,C_M3_1,Relies on unoperationalized anecdotes or abstract theory lacking empirical baselines,Anchors problem definition in measurable demographic and macroeconomic baseline data,"E2,E3,E4"
D_P_run4,D,P,4,M3,Q,C_M3_2,Targets structurally complex socio-behavioral systems with high measurement uncertainty,Targets physical interventions with deterministic geophysical and falsifiable financial constraints,"E3,E4,E5"
D_P_run4,D,P,4,M4,S,C_M4_1,Asset-centric managed retreat,People-centric adaptive resilience,"E1,E4,E5"
D_P_run4,D,P,4,M4,S,C_M4_2,Asset-centric managed retreat,People-centric adaptive resilience,"E1,E4,E5"
D_P_run4,D,P,4,M4,S,C_M4_3,Asset-centric managed retreat,People-centric adaptive resilience,"E1,E3,E5"
D_P_run5,D,P,5,M1,H,C_M1_1,"Resilience built through social/adaptive capacity (E1, E4)",Resilience through physical/engineering mechanism (E5),"E1,E4,E5"
D_P_run5,D,P,5,M1,H,C_M1_2,"Qualitative reasoning about dignity and adaptive capacity (E1, E4)",Quantitative expected-value loss minimization (E3),"E1,E3,E4"
D_P_run5,D,P,5,M1,H,C_M1_3,"Protection via spatial/physical reconfiguration of exposure (E3, E5)",Protection via social fabric and institutional cohesion (E2),"E2,E3,E5"
D_P_run5,D,P,5,M2,C,C_M2_1,Social adaptive capacity as national resilience,Quantified exposure reduction as risk minimization,"E2,E3,E4"
D_P_run5,D,P,5,M2,C,C_M2_2,Human and institutional resilience first,Coastal energy-dissipation infrastructure first,"E1,E2,E5"
D_P_run5,D,P,5,M2,C,C_M2_3,Human dignity and social access lens,Physical risk-mechanism optimization lens,"E1,E3,E5"
D_P_run5,D,P,5,M3,Q,C_M3_1,Parameterized budget allocation metric,Unquantified theoretical assertion,"E1,E2,E4"
D_P_run5,D,P,5,M3,Q,C_M3_2,Micro-level observable indicator variables,Macro-level unobservable latent constructs,"E1,E2,E4"
D_P_run5,D,P,5,M3,Q,C_M3_3,Empirically measurable physical constraints,Qualitative socio-political vulnerability claims,"E1,E2,E5"
D_P_run5,D,P,5,M4,S,C_M4_1,Prioritizing social adaptive capacity,Minimizing measurable hazard exposure,"E1,E2,E3"
D_P_run5,D,P,5,M4,S,C_M4_2,Engineering and actuarial optimization,Social cohesion and human development,"E1,E3,E5"
D_P_run5,D,P,5,M4,S,C_M4_3,Social-system resilience leverage,Physical coastal defense mechanism,"E2,E4,E5"
D_P_run5,D,P,5,M5,E,C_M5_1,Adaptive capacity and physical constraints,Probabilistic exposure elimination,"E3,E4,E5"
D_P_run5,D,P,5,M5,E,C_M5_2,Social and fiscal capacity limits,Expected value optimization,"E2,E3,E5"
D_P_run5,D,P,5,M5,E,C_M5_3,Human and social capital,Expected value calculation,"E1,E2,E3"
E_N_run1,E,N,1,M1,neutral,C_M1_1,Ex-ante regulatory gatekeeping of frontier models,Ex-post liability via existing legal mechanisms,"E1,E3,E5"
E_N_run1,E,N,1,M1,neutral,C_M1_2,Targeting technical capability thresholds upstream,Protecting individual rights at deployment,"E1,E3,E4"
E_N_run1,E,N,1,M1,neutral,C_M1_3,Justified by systemic catastrophic risk prevention,Justified by feasibility and implementation speed,"E1,E2,E3"
E_N_run1,E,N,1,M2,neutral,C_M2_1,Rights-and-process primary framework,Capability-threshold licensing primary framework,"E2,E3,E4"
E_N_run1,E,N,1,M2,neutral,C_M2_2,Ex ante rights and procedural safeguards,Ex post outcomes-based liability,"E2,E4,E5"
E_N_run1,E,N,1,M2,neutral,C_M2_3,Frontier capability-threshold licensing,Deployment-focused rights-and-process governance,"E1,E3,E4"
E_N_run1,E,N,1,M3,neutral,C_M3_1,Recommends a rights-and-process-based governance framework,Recommends an outcomes-based liability framework,"E2,E4,E5"
E_N_run1,E,N,1,M3,neutral,C_M3_2,Focuses on establishing global geopolitical leverage and norm-shaping power,"Focuses on rapid, pragmatic implementation using existing domestic legal markets","E3,E4,E5"
E_N_run1,E,N,1,M4,neutral,C_M4_1,Driven by 18-month implementation feasibility,Driven by strategic market power leverage,"E2,E3,E5"
E_N_run1,E,N,1,M4,neutral,C_M4_2,Government regulatory oversight,Private market-driven enforcement,"E1,E4,E5"
E_N_run1,E,N,1,M4,neutral,C_M4_3,Market-based incentive governance,Rights-and-process governance,"E3,E4,E5"
E_N_run2,E,N,2,M1,neutral,C_M1_1,"Ex ante control over frontier model development (E3, E4)",Leveraging existing domain regulators downstream (E1),"E1,E3,E4"
E_N_run2,E,N,2,M1,neutral,C_M1_2,"Centralized horizontal licensing regime (E3, E4)",Distributed sector-by-sector regulatory authority (E1),"E1,E3,E4"
E_N_run2,E,N,2,M1,neutral,C_M1_3,"Shaping norms through market/legal leverage without gatekeeping (E2, E5)",Asserting upstream control via compute-based licensing (E3),"E2,E3,E5"
E_N_run2,E,N,2,M2,neutral,C_M2_1,Sectoral or liability-based deployment governance,Ex ante frontier capability licensing,"E1,E2,E4"
E_N_run2,E,N,2,M2,neutral,C_M2_2,Deployment legitimacy and harm accountability,Frontier model creation control,"E2,E4,E5"
E_N_run2,E,N,2,M2,neutral,C_M2_3,Ex ante compute/capability licensing,Ex post outcomes-based liability,"E2,E3,E4"
E_N_run2,E,N,2,M3,neutral,C_M3_1,"Leveraging coalition's collective economic and market scale (E2, E3)",Leveraging normative legitimacy and democratic values (E5),"E2,E3,E5"
E_N_run2,E,N,2,M3,neutral,C_M3_2,"Incorporating domain-specific sectoral regulatory frameworks (E1, E5)",Establishing a single harmonized cross-sector licensing gateway (,"E1,E3,E5"
E_N_run2,E,N,2,M4,neutral,C_M4_1,ex ante licensing control,ex post liability and rights,"E2,E4,E5"
E_N_run2,E,N,2,M4,neutral,C_M4_2,pre-market regulatory approval,"decentralized, sector-specific sovereignty","E1,E2,E4"
E_N_run2,E,N,2,M4,neutral,C_M4_3,compute-based licensing threshold,process-based democratic legitimacy,"E3,E4,E5"
E_N_run2,E,N,2,M5,neutral,C_M5_1,Aggregate market normative leverage,Sector-specific regulatory sovereignty,"E1,E2,E3"
E_N_run2,E,N,2,M5,neutral,C_M5_2,Outward norm projection,Sector-specific regulatory sovereignty,"E1,E2,E5"
E_N_run2,E,N,2,M5,neutral,C_M5_3,Regulator-driven gatekeeping,Outcome-based liability,"E1,E2,E3"
E_N_run3,E,N,3,M1,neutral,C_M1_1,Emphasizes external/geopolitical positioning and exportable influence (E4),"Emphasizes internal citizen protection and democratic alignment (E2, E5)","E2,E4,E5"
E_N_run3,E,N,3,M1,neutral,C_M1_2,Market-leverage and liability-driven enforcement (E3),"Rights-and-process legal framework approach (E4, E5)","E3,E4,E5"
E_N_run3,E,N,3,M1,neutral,C_M1_3,"Leverages market size or existing institutional capacity (E1, E3)",Leverages normative rights and democratic legitimacy (E5),"E1,E3,E5"
E_N_run3,E,N,3,M2,neutral,C_M2_1,Economy-wide horizontal governance,Sector-specific regulatory sovereignty,"E1,E2,E3"
E_N_run3,E,N,3,M2,neutral,C_M2_2,Rights-based citizen safeguards,Sector-specific institutional enforcement,"E1,E4,E5"
E_N_run3,E,N,3,M2,neutral,C_M2_3,Rights-and-process democratic governance,Sector-specific regulatory sovereignty,"E1,E2,E4"
E_N_run3,E,N,3,M3,neutral,C_M3_1,Ex-ante rights and process-based safeguards,Ex-post outcomes-based liability,"E2,E3,E5"
E_N_run3,E,N,3,M3,neutral,C_M3_2,Broad cross-sector rights and process framework,Decentralized sector-specific regulatory enforcement,"E1,E2,E4"
E_N_run3,E,N,3,M4,neutral,C_M4_1,Horizontal individual rights framework,Vertical sector-specific regulatory regimes,"E1,E4,E5"
E_N_run3,E,N,3,M4,neutral,C_M4_2,International influence projection,Domestic rights protection,"E2,E4,E5"
E_N_run3,E,N,3,M4,neutral,C_M4_3,Ex ante regulatory rulemaking,Ex post outcomes-based liability,"E1,E3,E4"
E_N_run3,E,N,3,M5,neutral,C_M5_1,Rights-and-process governance frameworks,Outcomes-based liability weaponization,"E2,E3,E4"
E_N_run3,E,N,3,M5,neutral,C_M5_2,Unified cross-sector legal frameworks,Sector-specific regulatory sovereignty,"E1,E3,E4"
E_N_run3,E,N,3,M5,neutral,C_M5_3,Individual rights and citizen protection,Sector-specific institutional sovereignty,"E1,E2,E5"
E_N_run4,E,N,4,M1,neutral,C_M1_1,"Rights and administrative-process grounding (E1, E4)",Capability-threshold licensing for catastrophic risk (E5),"E1,E4,E5"
E_N_run4,E,N,4,M1,neutral,C_M1_2,"Ex-ante regulatory gatekeeping of AI development (E3, E5)",Ex-post market liability for harms (E2),"E2,E3,E5"
E_N_run4,E,N,4,M1,neutral,C_M1_3,"Rights-based protection aligned with EU norms (E1, E3)",Market-agility through outcomes-based liability (E2),"E1,E2,E3"
E_N_run4,E,N,4,M2,neutral,C_M2_1,Rights-and-process safeguards,Capability-threshold licensing,"E1,E3,E5"
E_N_run4,E,N,4,M2,neutral,C_M2_2,Decentralized non-licensing legal governance,Centralized pre-release capability licensing,"E2,E4,E5"
E_N_run4,E,N,4,M2,neutral,C_M2_3,Rights-and-process administrative framework,Outcomes-based liability regime,"E1,E2,E3"
E_N_run4,E,N,4,M3,neutral,C_M3_1,"Emphasizes preventative, ex-ante regulation and procedural controls","Emphasizes reactive, ex-post outcomes-based liability","E1,E2,E5"
E_N_run4,E,N,4,M3,neutral,C_M3_2,Aligns with EU-style administrative processes and individual user rights,Rejects bureaucratic sprawl in favor of economic agility,"E2,E3,E4"
E_N_run4,E,N,4,M4,neutral,C_M4_1,Rights-and-process framework,Capability-thresholds licensing,"E1,E4,E5"
E_N_run4,E,N,4,M4,neutral,C_M4_2,Rights-and-process framework,Capability-thresholds licensing,"E3,E4,E5"
E_N_run4,E,N,4,M4,neutral,C_M4_3,Pure rights-and-process framework,Rights-and-process with catastrophic-risk overlay,"E1,E3,E4"
E_N_run5,E,N,5,M2,neutral,C_M2_1,Rights-and-process legal institutionalism,Outcomes-based liability pragmatism,"E1,E2,E3"
E_N_run5,E,N,5,M2,neutral,C_M2_2,Domestic implementability through existing law,Geopolitical agility via liability rules,"E1,E2,E3"
E_N_run5,E,N,5,M2,neutral,C_M2_3,Geopolitical leverage against superpowers,Domestic legal-institutional credibility,"E2,E3,E4"
E_N_run5,E,N,5,M4,neutral,C_M4_1,Ex ante capability thresholds,Ex post outcomes liability,"E2,E4,E5"
E_N_run5,E,N,5,M4,neutral,C_M4_2,Proactive administrative governance,Reactive liability litigation,"E1,E2,E5"
E_N_run5,E,N,5,M4,neutral,C_M4_3,Compute-based capability licensing,Rights-based due process governance,"E3,E4,E5"
E_N_run5,E,N,5,M5,neutral,C_M5_1,Procedural rights implementation,Ex-ante technical gatekeeping,"E1,E3,E5"
E_N_run5,E,N,5,M5,neutral,C_M5_2,Preventive governance structures,Ex-post accountability mechanism,"E2,E3,E5"
E_N_run5,E,N,5,M5,neutral,C_M5_3,Geopolitical influence maximization,Multi-jurisdictional legal implementability,"E1,E2,E4"
E_P_run1,E,P,1,M1,C,C_M1_1,"E3, E4: skeptical of novel static architectures (similar)",E1: prescribes new rights-based legal architecture (different),"E1,E3,E4"
E_P_run1,E,P,1,M1,C,C_M1_2,"E1, E5: ex-ante prescriptive mandates on developers (similar)",E3: defer to existing sectoral institutions (different),"E1,E3,E5"
E_P_run1,E,P,1,M1,C,C_M1_3,"E2, E3: leverage existing sectoral regulators (similar)",E4: market-feedback via outcomes-based liability (different),"E2,E3,E4"
E_P_run1,E,P,1,M2,Q,C_M2_1,Decentralized adaptive enforcement,Ex-ante frontier licensing,"E2,E4,E5"
E_P_run1,E,P,1,M2,Q,C_M2_2,Existing sectoral regulators,New capability-threshold regime,"E2,E3,E5"
E_P_run1,E,P,1,M2,Q,C_M2_3,Instrumental enforcement pragmatism,Rights-centered procedural governance,"E1,E2,E4"
E_P_run1,E,P,1,M3,S,C_M3_1,"Imposing universal, rights-based normative abstractions","Relying on distributed, domain-specific regulatory networks","E1,E2,E3"
E_P_run1,E,P,1,M3,S,C_M3_2,Reactive adaptation through downstream feedback loops,Proactive gating of irreversible upstream systemic shocks,"E2,E4,E5"
E_P_run1,E,P,1,M4,E,C_M4_1,Governance as codified procedural rights for affected individuals.,"Governance as structural incentives or sectoral integration, not individual rights.","E1,E3,E4"
E_P_run1,E,P,1,M4,E,C_M4_2,Generic or cross-cutting regulatory architecture.,"Domain-specific, existing institutional enforcement.","E1,E2,E4"
E_P_run1,E,P,1,M4,E,C_M4_3,"Pre-harm, ex-ante control via specified thresholds or rights.","Post-harm, ex-post feedback via liability and market signals.","E1,E4,E5"
E_P_run2,E,P,2,M1,C,C_M1_1,Ex-ante gatekeeping of training and capabilities,Ex-post accountability via liability for outcomes,"E1,E2,E3"
E_P_run2,E,P,2,M1,C,C_M1_2,Skeptical of coalition's enforcement reach,Assumes coalition can bind frontier development,"E2,E3,E5"
E_P_run2,E,P,2,M1,C,C_M1_3,Pluralist — diffuses governance across actors/sectors,Centralizes rights enforcement in unified framework,"E2,E4,E5"
E_P_run2,E,P,2,M2,Q,C_M2_1,Upstream frontier capability licensing,Downstream rights-and-process protections,"E1,E3,E4"
E_P_run2,E,P,2,M2,Q,C_M2_2,Pre-deployment regulatory requirements,Post-harm outcomes liability,"E2,E3,E4"
E_P_run2,E,P,2,M2,Q,C_M2_3,Consequentialist risk-control governance,Dignity-centered rights governance,"E1,E2,E4"
E_P_run2,E,P,2,M4,E,C_M4_1,Intervention point is pre-deployment mechanism (compute/training access),Intervention point is post-deployment adaptation (liability/sovereignty rejection),"E2,E3,E5"
E_P_run2,E,P,2,M4,E,C_M4_2,"Governance object is the system’s material substrate (compute, model)","Governance object is the affected human subject (rights, harms)","E2,E3,E4"
E_P_run2,E,P,2,M4,E,C_M4_3,Mechanism-focused intervention on controllable input (compute thresholds),Frame rejects mechanism-style intervention as unenforceable theater,"E1,E3,E5"
E_P_run3,E,P,3,M1,C,C_M1_1,"Skeptical of frontier-risk framing (E2, E4)",Centers harms beyond frontier-risk framing (E1),"E1,E2,E4"
E_P_run3,E,P,3,M1,C,C_M1_2,"Rejects frontier-risk framing as the governing problem (E2, E4)",Reframes problem around affected persons and rights (E1),"E1,E3,E4"
E_P_run3,E,P,3,M1,C,C_M1_3,"Mechanism-and-systems engineering of harm (E3, E4)",Normative grounding in affected human subjects (E1),"E2,E4,E5"
E_P_run3,E,P,3,M2,Q,C_M2_1,Rejects static frontier capability thresholds,Endorses ex ante compute licensing,"E2,E3,E4"
E_P_run3,E,P,3,M2,Q,C_M2_2,Individual rights and distributive harms,Systemic frontier risk management,"E1,E3,E4"
E_P_run3,E,P,3,M2,Q,C_M2_3,Downstream harm accountability,Upstream capability gating,"E1,E4,E5"
E_P_run3,E,P,3,M3,S,C_M3_1,"Decentralized governance of contextualized, distributed systemic interactions",Centralized ex-ante constraint of concentrated upstream capabilities,"E1,E2,E3"
E_P_run3,E,P,3,M3,S,C_M3_2,Optimizing architectural resilience against static metric obsolescence and gaming,Centering immediate socio-economic impacts on vulnerable human populations,"E1,E2,E4"
E_P_run3,E,P,3,M4,E,C_M4_1,govern mechanism of harm directly,govern harms through existing legal frameworks and rights,"E1,E2,E5"
E_P_run3,E,P,3,M4,E,C_M4_2,hard ex ante technical gate,adaptive feedback through liability and process,"E1,E4,E5"
E_P_run3,E,P,3,M4,E,C_M4_3,compute-based licensing as binding constraint,sectoral and rights-based governance of impacts,"E2,E3,E5"
E_P_run3,E,P,3,M5,H,C_M5_1,"Mundane/Current algorithmic harms governance (E1, E2)",Frontier/Catastrophic risk governance (E5),"E1,E2,E5"
E_P_run3,E,P,3,M5,H,C_M5_2,Ex ante capability thresholds (E5),"Ex post adaptive mechanisms (E2, E4)?","E1,E2,E3"
E_P_run3,E,P,3,M5,H,C_M5_3,"Accepts frontier AI exceptionalism (E4, E5)",Rejects frontier AI exceptionalism (E2),"E2,E4,E5"
E_P_run4,E,P,4,M2,Q,C_M2_1,Horizontal cross-sector AI controls,Sector-specific regulatory sovereignty,"E1,E3,E4"
E_P_run4,E,P,4,M2,Q,C_M2_2,System-level risk and liability control,Individual rights and contestability protections,"E1,E2,E3"
E_P_run4,E,P,4,M2,Q,C_M2_3,Frontier capability-threshold licensing,Downstream rights-and-process protections,"E2,E3,E5"
E_P_run4,E,P,4,M3,S,C_M3_1,"Centralized reliance on unified, horizontal governance frameworks across the network","Decentralization of governance into modular, structurally adaptive sector-specific nodes","E1,E2,E4"
E_P_run4,E,P,4,M3,S,C_M3_2,Ex-ante systemic constraint targeting concentrated upstream production bottlenecks,Ex-post systemic adaptation via dispersed downstream regulatory environments,"E3,E4,E5"
E_P_run4,E,P,4,M4,E,C_M4_1,Ex-ante frontier capability control,Ex-post outcomes-based liability,"E1,E3,E5"
E_P_run4,E,P,4,M4,E,C_M4_2,Universal horizontal regulation,Sector-specific regulatory sovereignty,"E2,E3,E4"
E_P_run4,E,P,4,M4,E,C_M4_3,Rights-based protection of individuals,Adaptive control of the technology frontier,"E2,E4,E5"
E_P_run4,E,P,4,M5,H,C_M5_1,Ex ante prescriptive frameworks,Ex post outcomes liability,"E1,E2,E3"
E_P_run4,E,P,4,M5,H,C_M5_2,Flexible adaptive governance,Fixed codified rights,"E1,E2,E4"
E_P_run4,E,P,4,M5,H,C_M5_3,Horizontal unified frameworks,Sector-specific sovereignty,"E2,E3,E4"
E_P_run5,E,P,5,M1,C,C_M1_1,"Treat AI as ordinary, adapt existing structures (E2, E3)","Treat AI as exceptional, center harmed humans (E4)","E2,E3,E4"
E_P_run5,E,P,5,M1,C,C_M1_2,"Avoid bespoke AI architecture, leverage adaptive mechanisms (E2, E3)",Build dedicated frontier-AI gatekeeping regime (E5),"E2,E3,E5"
E_P_run5,E,P,5,M1,C,C_M1_3,"Govern downstream outcomes and deployment effects (E2, E4)",Govern upstream model capabilities pre-deployment (E5),"E2,E4,E5"
E_P_run5,E,P,5,M2,Q,C_M2_1,Deployment rights-and-process protections,Frontier capability licensing,"E1,E4,E5"
E_P_run5,E,P,5,M2,Q,C_M2_2,Horizontal AI-specific governance,Sector-specific technology-agnostic regulation,"E1,E3,E5"
E_P_run5,E,P,5,M2,Q,C_M2_3,Downstream accountability governance,Upstream capability-threshold licensing,"E1,E2,E5"
E_P_run5,E,P,5,M3,S,C_M3_1,"Constructing novel, cross-domain systemic boundaries specifically for AI governance","Integrating AI governance interstitially within existing decentralized, domain-specific feedback loops","E1,E3,E5"
E_P_run5,E,P,5,M3,S,C_M3_2,Enforcing internal systemic legibility and rigid procedural constraints,"Maximizing systemic resilience via adaptive, outcome-oriented closed-loop","E1,E2,E4"
E_P_run5,E,P,5,M4,E,C_M4_1,Rights-and-process governance,Sector-specific sovereignty,"E1,E3,E4"
E_P_run5,E,P,5,M4,E,C_M4_2,Pre-deployment regulation,Post-hoc liability,"E2,E4,E5"
E_P_run5,E,P,5,M4,E,C_M4_3,AI-specific governance frameworks,General-purpose technology governance,"E1,E2,E3"
F_N_run1,F,N,1,M1,neutral,C_M1_1,"Justifies framing by product's intrinsic capabilities — E4, E5",Justifies framing by buyer psychology and disposition — E1,"E1,E4,E5"
F_N_run1,F,N,1,M1,neutral,C_M1_2,"Emphasizes early-adopter dynamics and evangelism — E2, E3",Emphasizes narrative authenticity to the product — E4,"E2,E3,E4"
F_N_run1,F,N,1,M1,neutral,C_M1_3,"Concrete market segments and channels named — E1, E5",Abstract argument without naming buyer segments — E4,"E1,E4,E5"
F_N_run1,F,N,1,M2,neutral,C_M2_1,Early-adopter willingness-to-pay logic,Product-capability-led positioning critique,"E1,E2,E4"
F_N_run1,F,N,1,M2,neutral,C_M2_2,Haptic skill-acceleration for makers,Differentiation from borrowed cultural narratives,"E3,E4,E5"
F_N_run1,F,N,1,M2,neutral,C_M2_3,Craft identity and serious learning,Messaging grounded in product capabilities,"E1,E3,E4"
